serial,Distance,Date,Time,Day,Day_type,SpclOccasions,Target
96,10,2020-02-11,06:51:00,Tuesday,workingDay,Null,LOCK
96,49,2020-02-11,21:33:00,Tuesday,workingDay,Null,LOCK
97,37,2020-02-11,21:33:00,Tuesday,workingDay,Null,LOCK
97,19,2020-02-10,21:24:00,Monday,workingDay,Null,LOCK
97,45,2020-02-10,15:00:00,Monday,workingDay,Null,LOCK
98,9,2020-02-10,15:00:00,Monday,workingDay,Null,LOCK
98,28,2020-02-09,11:54:00,Sunday,Holiday,Null,LOCK
99,34,2020-02-09,11:54:00,Sunday,Holiday,Null,LOCK
99,31,2020-02-08,18:54:00,Saturday,Holiday,Null,LOCK
99,20,2020-02-08,11:24:00,Saturday,Holiday,Null,UNLOCK
99,47,2020-02-08,09:08:00,Saturday,Holiday,Null,LOCK
100,21,2020-02-08,09:08:00,Saturday,Holiday,Null,LOCK
100,23,2020-02-07,02:30:00,Friday,workingDay,Null,LOCK
100,48,2020-02-07,11:19:00,Friday,workingDay,Null,LOCK
101,19,2020-02-07,11:19:00,Friday,workingDay,Null,LOCK
101,32,2020-02-06,02:04:00,Thursday,workingDay,Null,LOCK
101,50,2020-02-06,20:12:00,Thursday,workingDay,Null,LOCK
101,7,2020-02-06,18:35:00,Thursday,workingDay,Null,UNLOCK
102,19,2020-02-06,18:35:00,Thursday,workingDay,Null,UNLOCK
102,18,2020-02-05,03:07:00,Wednesday,workingDay,Null,LOCK
102,40,2020-02-05,21:14:00,Wednesday,workingDay,Null,LOCK
102,34,2020-02-05,02:27:00,Wednesday,workingDay,Null,LOCK
103,45,2020-02-05,02:27:00,Wednesday,workingDay,Null,LOCK
103,35,2020-02-04,14:45:00,Tuesday,workingDay,Null,LOCK
103,18,2020-02-04,07:11:00,Tuesday,workingDay,Null,UNLOCK
103,6,2020-02-04,21:08:00,Tuesday,workingDay,Null,LOCK
103,26,2020-02-04,08:17:00,Tuesday,workingDay,Null,LOCK
104,6,2020-02-04,08:17:00,Tuesday,workingDay,Null,LOCK
104,23,2020-02-03,05:17:00,Monday,workingDay,Null,LOCK
104,33,2020-02-03,02:53:00,Monday,workingDay,Null,LOCK
105,36,2020-02-03,02:53:00,Monday,workingDay,Null,LOCK
105,23,2020-02-02,08:10:00,Sunday,Holiday,Null,LOCK
106,30,2020-02-02,08:10:00,Sunday,Holiday,Null,LOCK
106,50,2020-02-01,21:14:00,Saturday,Holiday,Null,LOCK
106,16,2020-02-01,10:07:00,Saturday,Holiday,Null,UNLOCK
106,23,2020-02-01,09:15:00,Saturday,Holiday,Null,LOCK
107,25,2020-02-01,09:15:00,Saturday,Holiday,Null,LOCK
107,48,2020-01-31,04:02:00,Friday,workingDay,Null,LOCK
107,6,2020-01-31,18:10:00,Friday,workingDay,Null,UNLOCK
107,31,2020-01-31,06:45:00,Friday,workingDay,Null,LOCK
107,9,2020-01-31,23:41:00,Friday,workingDay,Null,LOCK
108,13,2020-01-31,23:41:00,Friday,workingDay,Null,LOCK
108,17,2020-01-30,20:33:00,Thursday,workingDay,Null,LOCK
108,10,2020-01-30,08:07:00,Thursday,workingDay,Null,UNLOCK
108,6,2020-01-30,00:10:00,Thursday,workingDay,Null,LOCK
108,12,2020-01-30,03:28:00,Thursday,workingDay,Null,LOCK
109,15,2020-01-30,03:28:00,Thursday,workingDay,Null,LOCK
109,15,2020-01-29,08:26:00,Wednesday,workingDay,Null,UNLOCK
109,20,2020-01-29,07:16:00,Wednesday,workingDay,Null,UNLOCK
109,24,2020-01-29,10:52:00,Wednesday,workingDay,Null,LOCK
110,25,2020-01-29,10:52:00,Wednesday,workingDay,Null,LOCK
110,38,2020-01-28,17:39:00,Tuesday,workingDay,Null,LOCK
110,46,2020-01-28,20:15:00,Tuesday,workingDay,Null,LOCK
110,45,2020-01-28,03:32:00,Tuesday,workingDay,Null,LOCK
110,23,2020-01-28,16:13:00,Tuesday,workingDay,Null,LOCK
111,13,2020-01-28,16:13:00,Tuesday,workingDay,Null,LOCK
111,48,2020-01-27,22:35:00,Monday,workingDay,Null,LOCK
111,40,2020-01-27,04:45:00,Monday,workingDay,Null,LOCK
112,25,2020-01-27,04:45:00,Monday,workingDay,Null,LOCK
113,6,2020-01-26,04:45:00,Sunday,Holiday,Null,LOCK
114,14,2020-01-25,04:45:00,Saturday,Holiday,Null,LOCK
114,12,2020-01-24,15:57:00,Friday,workingDay,Null,UNLOCK
114,26,2020-01-24,22:55:00,Friday,workingDay,Null,LOCK
114,32,2020-01-24,06:39:00,Friday,workingDay,Null,LOCK
114,28,2020-01-24,08:40:00,Friday,workingDay,Null,LOCK
115,21,2020-01-24,08:40:00,Friday,workingDay,Null,LOCK
115,21,2020-01-23,14:51:00,Thursday,workingDay,Null,LOCK
115,22,2020-01-23,06:58:00,Thursday,workingDay,Null,LOCK
115,9,2020-01-23,14:23:00,Thursday,workingDay,Null,UNLOCK
116,14,2020-01-23,14:23:00,Thursday,workingDay,Null,UNLOCK
116,48,2020-01-22,03:25:00,Wednesday,workingDay,Null,LOCK
116,42,2020-01-22,23:43:00,Wednesday,workingDay,Null,LOCK
117,23,2020-01-22,23:43:00,Wednesday,workingDay,Null,LOCK
117,13,2020-01-21,14:38:00,Tuesday,workingDay,Null,UNLOCK
117,37,2020-01-21,15:02:00,Tuesday,workingDay,Null,LOCK
117,30,2020-01-21,01:39:00,Tuesday,workingDay,Null,LOCK
117,16,2020-01-21,14:20:00,Tuesday,workingDay,Null,UNLOCK
118,24,2020-01-21,14:20:00,Tuesday,workingDay,Null,LOCK
118,9,2020-01-20,17:32:00,Monday,workingDay,Null,UNLOCK
118,45,2020-01-20,14:39:00,Monday,workingDay,Null,LOCK
118,28,2020-01-20,21:29:00,Monday,workingDay,Null,LOCK
118,32,2020-01-20,20:47:00,Monday,workingDay,Null,LOCK
119,21,2020-01-20,20:47:00,Monday,workingDay,Null,LOCK
119,22,2020-01-19,06:46:00,Sunday,Holiday,Null,LOCK
119,48,2020-01-19,01:18:00,Sunday,Holiday,Null,LOCK
119,39,2020-01-19,01:46:00,Sunday,Holiday,Null,LOCK
119,15,2020-01-19,01:52:00,Sunday,Holiday,Null,LOCK
119,9,2020-01-19,02:49:00,Sunday,Holiday,Null,LOCK
120,25,2020-01-19,02:49:00,Sunday,Holiday,Null,LOCK
120,5,2020-01-18,12:24:00,Saturday,Holiday,Null,UNLOCK
120,15,2020-01-18,14:42:00,Saturday,Holiday,Null,UNLOCK
120,13,2020-01-18,18:17:00,Saturday,Holiday,Null,UNLOCK
120,21,2020-01-18,05:12:00,Saturday,Holiday,Null,LOCK
120,8,2020-01-18,16:36:00,Saturday,Holiday,Null,UNLOCK
120,38,2020-01-18,03:13:00,Saturday,Holiday,Null,LOCK
121,19,2020-01-18,03:13:00,Saturday,Holiday,Null,LOCK
121,21,2020-01-17,18:50:00,Friday,workingDay,Null,LOCK
121,46,2020-01-17,14:05:00,Friday,workingDay,Null,LOCK
122,10,2020-01-17,14:05:00,Friday,workingDay,Null,LOCK
122,31,2020-01-16,02:08:00,Thursday,workingDay,Null,LOCK
122,45,2020-01-16,03:31:00,Thursday,workingDay,Null,LOCK
122,24,2020-01-16,06:07:00,Thursday,workingDay,Null,LOCK
122,12,2020-01-16,04:20:00,Thursday,workingDay,Null,LOCK
123,26,2020-01-16,04:20:00,Thursday,workingDay,Null,LOCK
123,38,2020-01-15,16:09:00,Wednesday,workingDay,Null,LOCK
123,45,2020-01-15,05:26:00,Wednesday,workingDay,Null,LOCK
123,42,2020-01-15,18:50:00,Wednesday,workingDay,Null,LOCK
124,29,2020-01-15,18:50:00,Wednesday,workingDay,Null,LOCK
124,22,2020-01-14,13:27:00,Tuesday,workingDay,Null,LOCK
124,31,2020-01-14,11:38:00,Tuesday,workingDay,Null,LOCK
124,26,2020-01-14,22:27:00,Tuesday,workingDay,Null,LOCK
125,11,2020-01-14,22:27:00,Tuesday,workingDay,Null,LOCK
125,48,2020-01-13,07:52:00,Monday,workingDay,Null,LOCK
125,27,2020-01-13,10:47:00,Monday,workingDay,Null,LOCK
125,27,2020-01-13,14:13:00,Monday,workingDay,Null,LOCK
125,45,2020-01-13,19:17:00,Monday,workingDay,Null,LOCK
126,40,2020-01-13,19:17:00,Monday,workingDay,Null,LOCK
126,17,2020-01-12,08:11:00,Sunday,Holiday,Null,UNLOCK
126,13,2020-01-12,14:55:00,Sunday,Holiday,Null,UNLOCK
126,42,2020-01-12,17:48:00,Sunday,Holiday,Null,LOCK
126,36,2020-01-12,19:50:00,Sunday,Holiday,Null,LOCK
126,21,2020-01-12,02:43:00,Sunday,Holiday,Null,LOCK
126,42,2020-01-12,19:40:00,Sunday,Holiday,Null,LOCK
127,34,2020-01-12,19:40:00,Sunday,Holiday,Null,LOCK
127,18,2020-01-11,06:17:00,Saturday,Holiday,Null,LOCK
127,20,2020-01-11,13:35:00,Saturday,Holiday,Null,UNLOCK
127,28,2020-01-11,05:51:00,Saturday,Holiday,Null,LOCK
127,48,2020-01-11,04:02:00,Saturday,Holiday,Null,LOCK
127,5,2020-01-11,23:59:00,Saturday,Holiday,Null,LOCK
127,7,2020-01-11,07:14:00,Saturday,Holiday,Null,UNLOCK
128,7,2020-01-11,07:14:00,Saturday,Holiday,Null,UNLOCK
128,7,2020-01-10,09:17:00,Friday,workingDay,Null,UNLOCK
128,12,2020-01-10,20:53:00,Friday,workingDay,Null,LOCK
128,14,2020-01-10,21:28:00,Friday,workingDay,Null,LOCK
129,7,2020-01-10,21:28:00,Friday,workingDay,Null,LOCK
129,12,2020-01-09,10:52:00,Thursday,workingDay,Null,UNLOCK
129,48,2020-01-09,21:37:00,Thursday,workingDay,Null,LOCK
130,20,2020-01-09,21:37:00,Thursday,workingDay,Null,LOCK
130,19,2020-01-08,06:41:00,Wednesday,workingDay,Null,LOCK
130,35,2020-01-08,11:08:00,Wednesday,workingDay,Null,LOCK
130,46,2020-01-08,10:07:00,Wednesday,workingDay,Null,LOCK
131,44,2020-01-08,10:07:00,Wednesday,workingDay,Null,LOCK
131,36,2020-01-07,04:51:00,Tuesday,workingDay,Null,LOCK
131,37,2020-01-07,20:53:00,Tuesday,workingDay,Null,LOCK
132,18,2020-01-07,20:53:00,Tuesday,workingDay,Null,LOCK
132,49,2020-01-06,05:49:00,Monday,workingDay,Null,LOCK
132,31,2020-01-06,02:05:00,Monday,workingDay,Null,LOCK
132,50,2020-01-06,09:06:00,Monday,workingDay,Null,LOCK
133,26,2020-01-06,09:06:00,Monday,workingDay,Null,LOCK
133,43,2020-01-05,02:12:00,Sunday,Holiday,Null,LOCK
134,26,2020-01-05,02:12:00,Sunday,Holiday,Null,LOCK
135,36,2020-01-04,02:12:00,Saturday,Holiday,Null,LOCK
135,50,2020-01-03,16:40:00,Friday,workingDay,Null,LOCK
135,7,2020-01-03,20:43:00,Friday,workingDay,Null,LOCK
136,16,2020-01-03,20:43:00,Friday,workingDay,Null,LOCK
136,33,2020-01-02,19:18:00,Thursday,Holiday,New Year Holiday [Scotland],LOCK
137,15,2020-01-02,19:18:00,Thursday,Holiday,New Year Holiday [Scotland],LOCK
137,6,2020-01-01,09:04:00,Wednesday,Holiday,New Year's Day,UNLOCK
137,41,2020-01-01,17:48:00,Wednesday,Holiday,New Year's Day,LOCK
138,6,2020-01-01,17:48:00,Wednesday,Holiday,New Year's Day,LOCK
138,39,2019-12-31,08:28:00,Tuesday,workingDay,Null,LOCK
138,9,2019-12-31,10:16:00,Tuesday,workingDay,Null,UNLOCK
138,32,2019-12-31,05:21:00,Tuesday,workingDay,Null,LOCK
138,37,2019-12-31,10:46:00,Tuesday,workingDay,Null,LOCK
139,37,2019-12-31,10:46:00,Tuesday,workingDay,Null,LOCK
139,25,2019-12-30,10:36:00,Monday,workingDay,Null,LOCK
139,35,2019-12-30,22:15:00,Monday,workingDay,Null,LOCK
139,44,2019-12-30,14:59:00,Monday,workingDay,Null,LOCK
140,18,2019-12-30,14:59:00,Monday,workingDay,Null,LOCK
140,46,2019-12-29,04:35:00,Sunday,Holiday,Null,LOCK
140,13,2019-12-29,20:00:00,Sunday,Holiday,Null,UNLOCK
140,48,2019-12-29,12:31:00,Sunday,Holiday,Null,LOCK
140,29,2019-12-29,04:27:00,Sunday,Holiday,Null,LOCK
140,41,2019-12-29,17:22:00,Sunday,Holiday,Null,LOCK
141,45,2019-12-29,17:22:00,Sunday,Holiday,Null,LOCK
141,18,2019-12-28,05:18:00,Saturday,Holiday,Null,LOCK
141,50,2019-12-28,19:56:00,Saturday,Holiday,Null,LOCK
141,43,2019-12-28,03:49:00,Saturday,Holiday,Null,LOCK
141,10,2019-12-28,04:19:00,Saturday,Holiday,Null,LOCK
142,15,2019-12-28,04:19:00,Saturday,Holiday,Null,LOCK
142,17,2019-12-27,02:36:00,Friday,workingDay,Null,LOCK
142,14,2019-12-27,21:18:00,Friday,workingDay,Null,LOCK
142,44,2019-12-27,13:20:00,Friday,workingDay,Null,LOCK
142,14,2019-12-27,15:44:00,Friday,workingDay,Null,UNLOCK
143,21,2019-12-27,15:44:00,Friday,workingDay,Null,LOCK
143,22,2019-12-26,06:12:00,Thursday,Holiday,Boxing Day,LOCK
143,29,2019-12-26,01:37:00,Thursday,Holiday,Boxing Day,LOCK
144,20,2019-12-26,01:37:00,Thursday,Holiday,Boxing Day,LOCK
144,31,2019-12-25,16:37:00,Wednesday,Holiday,Christmas Day,LOCK
144,47,2019-12-25,16:13:00,Wednesday,Holiday,Christmas Day,LOCK
144,31,2019-12-25,09:48:00,Wednesday,Holiday,Christmas Day,LOCK
144,34,2019-12-25,05:59:00,Wednesday,Holiday,Christmas Day,LOCK
144,12,2019-12-25,00:15:00,Wednesday,Holiday,Christmas Day,LOCK
145,46,2019-12-25,00:15:00,Wednesday,Holiday,Christmas Day,LOCK
145,44,2019-12-24,09:22:00,Tuesday,workingDay,Null,LOCK
145,22,2019-12-24,16:20:00,Tuesday,workingDay,Null,LOCK
145,45,2019-12-24,16:12:00,Tuesday,workingDay,Null,LOCK
146,41,2019-12-24,16:12:00,Tuesday,workingDay,Null,LOCK
146,31,2019-12-23,17:31:00,Monday,workingDay,Null,LOCK
146,39,2019-12-23,00:41:00,Monday,workingDay,Null,LOCK
146,21,2019-12-23,07:47:00,Monday,workingDay,Null,LOCK
146,13,2019-12-23,15:49:00,Monday,workingDay,Null,UNLOCK
147,43,2019-12-23,15:49:00,Monday,workingDay,Null,LOCK
147,10,2019-12-22,13:31:00,Sunday,Holiday,Null,UNLOCK
147,15,2019-12-22,09:49:00,Sunday,Holiday,Null,UNLOCK
147,22,2019-12-22,16:24:00,Sunday,Holiday,Null,LOCK
148,36,2019-12-22,16:24:00,Sunday,Holiday,Null,LOCK
148,32,2019-12-21,03:15:00,Saturday,Holiday,Null,LOCK
148,37,2019-12-21,23:32:00,Saturday,Holiday,Null,LOCK
148,38,2019-12-21,19:04:00,Saturday,Holiday,Null,LOCK
148,42,2019-12-21,02:54:00,Saturday,Holiday,Null,LOCK
148,18,2019-12-21,14:03:00,Saturday,Holiday,Null,UNLOCK
149,43,2019-12-21,14:03:00,Saturday,Holiday,Null,LOCK
149,36,2019-12-20,11:04:00,Friday,workingDay,Null,LOCK
149,6,2019-12-20,17:24:00,Friday,workingDay,Null,UNLOCK
150,37,2019-12-20,17:24:00,Friday,workingDay,Null,LOCK
150,6,2019-12-19,06:06:00,Thursday,workingDay,Null,LOCK
150,21,2019-12-19,09:05:00,Thursday,workingDay,Null,LOCK
151,13,2019-12-19,09:05:00,Thursday,workingDay,Null,LOCK
151,18,2019-12-18,22:21:00,Wednesday,workingDay,Null,LOCK
151,50,2019-12-18,19:44:00,Wednesday,workingDay,Null,LOCK
151,9,2019-12-18,16:12:00,Wednesday,workingDay,Null,UNLOCK
152,11,2019-12-18,16:12:00,Wednesday,workingDay,Null,UNLOCK
152,33,2019-12-17,14:37:00,Tuesday,workingDay,Null,LOCK
152,46,2019-12-17,03:15:00,Tuesday,workingDay,Null,LOCK
152,49,2019-12-17,01:33:00,Tuesday,workingDay,Null,LOCK
153,13,2019-12-17,01:33:00,Tuesday,workingDay,Null,LOCK
153,31,2019-12-16,07:13:00,Monday,workingDay,Null,LOCK
153,20,2019-12-16,22:31:00,Monday,workingDay,Null,LOCK
154,37,2019-12-16,22:31:00,Monday,workingDay,Null,LOCK
154,47,2019-12-15,05:15:00,Sunday,Holiday,Null,LOCK
154,17,2019-12-15,01:34:00,Sunday,Holiday,Null,LOCK
154,28,2019-12-15,11:05:00,Sunday,Holiday,Null,LOCK
154,34,2019-12-15,11:35:00,Sunday,Holiday,Null,LOCK
155,47,2019-12-15,11:35:00,Sunday,Holiday,Null,LOCK
156,34,2019-12-14,11:35:00,Saturday,Holiday,Null,LOCK
156,24,2019-12-13,15:41:00,Friday,workingDay,Null,LOCK
156,8,2019-12-13,23:58:00,Friday,workingDay,Null,LOCK
157,45,2019-12-13,23:58:00,Friday,workingDay,Null,LOCK
157,28,2019-12-12,03:40:00,Thursday,workingDay,Null,LOCK
157,43,2019-12-12,19:59:00,Thursday,workingDay,Null,LOCK
157,44,2019-12-12,04:26:00,Thursday,workingDay,Null,LOCK
158,39,2019-12-12,04:26:00,Thursday,workingDay,Null,LOCK
158,7,2019-12-11,01:55:00,Wednesday,workingDay,Null,LOCK
158,40,2019-12-11,04:02:00,Wednesday,workingDay,Null,LOCK
158,12,2019-12-11,22:52:00,Wednesday,workingDay,Null,LOCK
158,13,2019-12-11,16:50:00,Wednesday,workingDay,Null,UNLOCK
159,34,2019-12-11,16:50:00,Wednesday,workingDay,Null,LOCK
159,19,2019-12-10,23:11:00,Tuesday,workingDay,Null,LOCK
159,18,2019-12-10,03:46:00,Tuesday,workingDay,Null,LOCK
159,14,2019-12-10,10:07:00,Tuesday,workingDay,Null,UNLOCK
159,29,2019-12-10,09:14:00,Tuesday,workingDay,Null,LOCK
160,15,2019-12-10,09:14:00,Tuesday,workingDay,Null,LOCK
160,47,2019-12-09,05:42:00,Monday,workingDay,Null,LOCK
160,17,2019-12-09,06:10:00,Monday,workingDay,Null,LOCK
160,42,2019-12-09,17:40:00,Monday,workingDay,Null,LOCK
160,50,2019-12-09,04:52:00,Monday,workingDay,Null,LOCK
161,30,2019-12-09,04:52:00,Monday,workingDay,Null,LOCK
162,25,2019-12-08,04:52:00,Sunday,Holiday,Null,LOCK
162,9,2019-12-07,13:14:00,Saturday,Holiday,Null,UNLOCK
162,27,2019-12-07,04:21:00,Saturday,Holiday,Null,LOCK
162,19,2019-12-07,10:46:00,Saturday,Holiday,Null,UNLOCK
163,23,2019-12-07,10:46:00,Saturday,Holiday,Null,LOCK
163,28,2019-12-06,20:45:00,Friday,workingDay,Null,LOCK
163,14,2019-12-06,15:03:00,Friday,workingDay,Null,UNLOCK
163,7,2019-12-06,01:05:00,Friday,workingDay,Null,LOCK
164,14,2019-12-06,01:05:00,Friday,workingDay,Null,LOCK
164,27,2019-12-05,01:24:00,Thursday,workingDay,Null,LOCK
164,43,2019-12-05,15:50:00,Thursday,workingDay,Null,LOCK
165,14,2019-12-05,15:50:00,Thursday,workingDay,Null,LOCK
165,49,2019-12-04,19:10:00,Wednesday,workingDay,Null,LOCK
165,38,2019-12-04,20:12:00,Wednesday,workingDay,Null,LOCK
165,27,2019-12-04,11:46:00,Wednesday,workingDay,Null,LOCK
166,31,2019-12-04,11:46:00,Wednesday,workingDay,Null,LOCK
166,23,2019-12-03,13:58:00,Tuesday,workingDay,Null,LOCK
166,14,2019-12-03,21:56:00,Tuesday,workingDay,Null,LOCK
167,30,2019-12-03,21:56:00,Tuesday,workingDay,Null,LOCK
167,46,2019-12-02,13:04:00,Monday,workingDay,Null,LOCK
167,27,2019-12-02,08:32:00,Monday,workingDay,Null,LOCK
167,14,2019-12-02,06:30:00,Monday,workingDay,Null,LOCK
167,10,2019-12-02,04:46:00,Monday,workingDay,Null,LOCK
168,31,2019-12-02,04:46:00,Monday,workingDay,Null,LOCK
168,21,2019-12-01,02:04:00,Sunday,Holiday,Null,LOCK
168,42,2019-12-01,10:05:00,Sunday,Holiday,Null,LOCK
168,20,2019-12-01,17:15:00,Sunday,Holiday,Null,UNLOCK
168,50,2019-12-01,04:24:00,Sunday,Holiday,Null,LOCK
169,9,2019-12-01,04:24:00,Sunday,Holiday,Null,LOCK
169,14,2019-11-30,07:22:00,Saturday,Holiday,St. Andrew's Day [Scotland],UNLOCK
170,25,2019-11-30,07:22:00,Saturday,Holiday,St. Andrew's Day [Scotland],LOCK
170,34,2019-11-29,07:11:00,Friday,workingDay,Null,LOCK
170,17,2019-11-29,19:46:00,Friday,workingDay,Null,UNLOCK
170,17,2019-11-29,22:30:00,Friday,workingDay,Null,LOCK
170,39,2019-11-29,22:31:00,Friday,workingDay,Null,LOCK
171,31,2019-11-29,22:31:00,Friday,workingDay,Null,LOCK
171,42,2019-11-28,21:15:00,Thursday,workingDay,Null,LOCK
171,18,2019-11-28,17:44:00,Thursday,workingDay,Null,UNLOCK
171,9,2019-11-28,12:03:00,Thursday,workingDay,Null,UNLOCK
172,5,2019-11-28,12:03:00,Thursday,workingDay,Null,UNLOCK
172,38,2019-11-27,01:22:00,Wednesday,workingDay,Null,LOCK
172,24,2019-11-27,06:58:00,Wednesday,workingDay,Null,LOCK
173,21,2019-11-27,06:58:00,Wednesday,workingDay,Null,LOCK
173,33,2019-11-26,15:58:00,Tuesday,workingDay,Null,LOCK
173,37,2019-11-26,02:54:00,Tuesday,workingDay,Null,LOCK
174,23,2019-11-26,02:54:00,Tuesday,workingDay,Null,LOCK
174,11,2019-11-25,15:03:00,Monday,workingDay,Null,UNLOCK
174,43,2019-11-25,06:26:00,Monday,workingDay,Null,LOCK
174,40,2019-11-25,06:22:00,Monday,workingDay,Null,LOCK
175,49,2019-11-25,06:22:00,Monday,workingDay,Null,LOCK
175,28,2019-11-24,15:41:00,Sunday,Holiday,Null,LOCK
175,49,2019-11-24,07:13:00,Sunday,Holiday,Null,LOCK
175,22,2019-11-24,08:16:00,Sunday,Holiday,Null,LOCK
175,10,2019-11-24,16:47:00,Sunday,Holiday,Null,UNLOCK
176,9,2019-11-24,16:47:00,Sunday,Holiday,Null,UNLOCK
176,33,2019-11-23,15:55:00,Saturday,Holiday,Null,LOCK
176,5,2019-11-23,21:06:00,Saturday,Holiday,Null,UNLOCK
176,16,2019-11-23,11:20:00,Saturday,Holiday,Null,UNLOCK
177,5,2019-11-23,11:20:00,Saturday,Holiday,Null,UNLOCK
177,14,2019-11-22,09:28:00,Friday,workingDay,Null,UNLOCK
177,39,2019-11-22,12:16:00,Friday,workingDay,Null,LOCK
177,14,2019-11-22,18:04:00,Friday,workingDay,Null,UNLOCK
177,10,2019-11-22,00:22:00,Friday,workingDay,Null,LOCK
178,36,2019-11-22,00:22:00,Friday,workingDay,Null,LOCK
178,10,2019-11-21,06:14:00,Thursday,workingDay,Null,LOCK
178,45,2019-11-21,18:21:00,Thursday,workingDay,Null,LOCK
178,40,2019-11-21,06:35:00,Thursday,workingDay,Null,LOCK
179,37,2019-11-21,06:35:00,Thursday,workingDay,Null,LOCK
179,41,2019-11-20,23:30:00,Wednesday,workingDay,Null,LOCK
179,6,2019-11-20,01:27:00,Wednesday,workingDay,Null,LOCK
179,20,2019-11-20,20:28:00,Wednesday,workingDay,Null,LOCK
179,17,2019-11-20,09:16:00,Wednesday,workingDay,Null,UNLOCK
180,33,2019-11-20,09:16:00,Wednesday,workingDay,Null,LOCK
180,41,2019-11-19,03:23:00,Tuesday,workingDay,Null,LOCK
180,6,2019-11-19,11:10:00,Tuesday,workingDay,Null,UNLOCK
180,40,2019-11-19,17:11:00,Tuesday,workingDay,Null,LOCK
181,22,2019-11-19,17:11:00,Tuesday,workingDay,Null,LOCK
181,39,2019-11-18,02:21:00,Monday,workingDay,Null,LOCK
181,11,2019-11-18,15:55:00,Monday,workingDay,Null,UNLOCK
182,24,2019-11-18,15:55:00,Monday,workingDay,Null,LOCK
182,5,2019-11-17,01:04:00,Sunday,Holiday,Null,LOCK
182,47,2019-11-17,03:08:00,Sunday,Holiday,Null,LOCK
183,9,2019-11-17,03:08:00,Sunday,Holiday,Null,LOCK
183,27,2019-11-16,23:25:00,Saturday,Holiday,Null,LOCK
183,30,2019-11-16,23:05:00,Saturday,Holiday,Null,LOCK
183,30,2019-11-16,00:56:00,Saturday,Holiday,Null,LOCK
184,33,2019-11-16,00:56:00,Saturday,Holiday,Null,LOCK
184,35,2019-11-15,15:49:00,Friday,workingDay,Null,LOCK
184,36,2019-11-15,04:21:00,Friday,workingDay,Null,LOCK
184,47,2019-11-15,14:14:00,Friday,workingDay,Null,LOCK
184,9,2019-11-15,03:57:00,Friday,workingDay,Null,LOCK
185,8,2019-11-15,03:57:00,Friday,workingDay,Null,LOCK
185,7,2019-11-14,17:09:00,Thursday,workingDay,Null,UNLOCK
185,39,2019-11-14,06:54:00,Thursday,workingDay,Null,LOCK
185,7,2019-11-14,20:11:00,Thursday,workingDay,Null,LOCK
186,37,2019-11-14,20:11:00,Thursday,workingDay,Null,LOCK
186,48,2019-11-13,23:32:00,Wednesday,workingDay,Null,LOCK
186,23,2019-11-13,00:49:00,Wednesday,workingDay,Null,LOCK
187,50,2019-11-13,00:49:00,Wednesday,workingDay,Null,LOCK
187,25,2019-11-12,17:21:00,Tuesday,workingDay,Null,LOCK
187,20,2019-11-12,01:54:00,Tuesday,workingDay,Null,LOCK
188,16,2019-11-12,01:54:00,Tuesday,workingDay,Null,LOCK
188,43,2019-11-11,19:47:00,Monday,workingDay,Null,LOCK
188,37,2019-11-11,01:27:00,Monday,workingDay,Null,LOCK
188,25,2019-11-11,11:09:00,Monday,workingDay,Null,LOCK
189,35,2019-11-11,11:09:00,Monday,workingDay,Null,LOCK
189,23,2019-11-10,13:47:00,Sunday,Holiday,Null,LOCK
189,28,2019-11-10,23:54:00,Sunday,Holiday,Null,LOCK
189,33,2019-11-10,10:32:00,Sunday,Holiday,Null,LOCK
189,16,2019-11-10,16:08:00,Sunday,Holiday,Null,UNLOCK
189,33,2019-11-10,08:34:00,Sunday,Holiday,Null,LOCK
189,26,2019-11-10,05:01:00,Sunday,Holiday,Null,LOCK
190,9,2019-11-10,05:01:00,Sunday,Holiday,Null,LOCK
190,27,2019-11-09,10:50:00,Saturday,Holiday,Null,LOCK
191,38,2019-11-09,10:50:00,Saturday,Holiday,Null,LOCK
191,22,2019-11-08,19:06:00,Friday,workingDay,Null,LOCK
191,12,2019-11-08,05:30:00,Friday,workingDay,Null,LOCK
191,8,2019-11-08,22:11:00,Friday,workingDay,Null,LOCK
192,14,2019-11-08,22:11:00,Friday,workingDay,Null,LOCK
192,8,2019-11-07,07:42:00,Thursday,workingDay,Null,UNLOCK
192,15,2019-11-07,05:36:00,Thursday,workingDay,Null,LOCK
192,15,2019-11-07,11:57:00,Thursday,workingDay,Null,UNLOCK
193,16,2019-11-07,11:57:00,Thursday,workingDay,Null,UNLOCK
193,48,2019-11-06,21:33:00,Wednesday,workingDay,Null,LOCK
193,35,2019-11-06,01:43:00,Wednesday,workingDay,Null,LOCK
193,49,2019-11-06,02:40:00,Wednesday,workingDay,Null,LOCK
193,50,2019-11-06,07:45:00,Wednesday,workingDay,Null,LOCK
194,28,2019-11-06,07:45:00,Wednesday,workingDay,Null,LOCK
194,39,2019-11-05,15:34:00,Tuesday,workingDay,Null,LOCK
194,39,2019-11-05,07:16:00,Tuesday,workingDay,Null,LOCK
194,17,2019-11-05,04:15:00,Tuesday,workingDay,Null,LOCK
195,27,2019-11-05,04:15:00,Tuesday,workingDay,Null,LOCK
195,9,2019-11-04,09:51:00,Monday,workingDay,Null,UNLOCK
195,22,2019-11-04,01:55:00,Monday,workingDay,Null,LOCK
